LAT,4096,2.762
LAT,8192,1.342
LAT,16384,1.343
LAT,32768,1.354
LAT,65536,4.036
LAT,131072,4.056
LAT,262144,4.064
LAT,524288,5.462
LAT,1048576,9.174
LAT,2097152,13.606
LAT,4194304,16.515
LAT,8388608,21.032
LAT,16777216,70.824
LAT,33554432,123.611
LAT,67108864,205.278
LAT,134217728,247.556
LAT,268435456,254.284
LAT,536870912,263.164
LAT,1073741824,278.992
BW,1,13.60
BW,2,24.37
BW,4,48.28
BW,8,77.55
BW,16,120.59
BW,32,165.83
BW,48,187.41
BW,64,227.77
BW,96,260.12
BW,128,285.73
BW,144,287.92
