LAT,4096,2.938
LAT,8192,1.342
LAT,16384,1.347
LAT,32768,1.356
LAT,65536,4.044
LAT,131072,4.054
LAT,262144,4.063
LAT,524288,5.323
LAT,1048576,8.947
LAT,2097152,13.884
LAT,4194304,16.544
LAT,8388608,20.566
LAT,16777216,42.355
LAT,33554432,135.597
LAT,67108864,206.520
LAT,134217728,245.681
LAT,268435456,253.442
LAT,536870912,262.480
LAT,1073741824,275.678
BW,1,13.74
BW,2,24.34
BW,4,50.70
BW,8,77.92
BW,16,118.26
BW,32,181.10
